final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
528.1198533594268,-0.4718801466405732,-0.2732814483175575,-0.7134119840802983,-0.4903289798182686,-0.3831,-0.546,0.4875,0.904,0.8599,8,81.6,160,0.262653,-0.734534,-0.8134
