final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
625.5743854110503,-0.37442561458894963,-0.20906739515237438,-0.5389126094388129,-0.733756110865772,-0.3879,-0.5963,0.4878048780487805,0.6678,0.636,8,80.0,82,0.262653,-0.637079,-0.8539
