final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
758.7447807409183,-0.24125521925908178,-0.12894042641107595,-0.34206127294602856,-0.2798594762891959,-0.377,-0.3481,0.3967611336032389,1.438,0.9458,8,60.5,247,0.262653,-0.503909,-0.6056
