final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
875.3700562675062,-0.12462994373249381,-0.06441987420950357,-0.20444910102660915,-0.6348304993261168,-0.3151,-0.279,0.3333333333333333,1.4045,0.7022,5,61.3,30,0.268916,-0.393546,-0.6293
