timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2024-07-16,BTC-USDT,buy,64880.494,0.01156,signal,0.0,0,0.0
2024-07-16,BTC-USDT,sell,63623.0925,0.01156,signal,-14.5356,0,-2.91
2024-07-16,BTC-USDT,buy,64910.6791,0.01138,signal,0.0,0,0.0
2024-07-18,BTC-USDT,sell,63488.25,0.01138,signal,-16.1872,2,-3.29
2024-08-23,BTC-USDT,buy,64424.7763,0.011264,signal,0.0,0,0.0
2024-08-26,BTC-USDT,sell,63311.3185,0.011264,signal,-12.542,2,-2.59
2024-10-01,BTC-USDT,sell,60778.6255,0.011768,signal,0.0,0,0.0
2024-10-02,BTC-USDT,buy,61904.947,0.011768,signal,-13.2546,0,-2.78
2024-10-02,BTC-USDT,sell,60731.719,0.01161,signal,0.0,0,0.0
2024-10-04,BTC-USDT,buy,61963.2061,0.01161,signal,-14.2976,1,-3.04
2025-01-01,BTC-USDT,buy,93372.9031,0.007436,signal,0.0,0,0.0
2025-01-08,BTC-USDT,sell,95236.6678,0.007436,signal,13.859,6,2.99
2025-01-10,BTC-USDT,buy,93149.0713,0.007546,signal,0.0,0,0.0
2025-01-19,BTC-USDT,sell,105515.5059,0.007546,signal,93.3171,9,19.91
2025-01-28,BTC-USDT,buy,103007.468,0.00748,signal,0.0,0,0.0
2025-02-01,BTC-USDT,sell,101149.2101,0.00748,signal,-13.8998,4,-2.71
2025-02-02,BTC-USDT,buy,101299.0042,0.007489,signal,0.0,0,0.0
2025-02-03,BTC-USDT,sell,93390.2515,0.007489,signal,-59.2286,1,-11.71
2025-02-03,BTC-USDT,buy,94085.7694,0.007584,signal,0.0,0,0.0
2025-02-11,BTC-USDT,sell,95421.5454,0.007584,signal,10.1305,8,2.13
2025-02-11,BTC-USDT,buy,96438.4151,0.007454,signal,0.0,0,0.0
2025-02-12,BTC-USDT,sell,95251.6304,0.007454,signal,-8.8463,0,-1.85
2025-02-12,BTC-USDT,buy,96406.6392,0.007382,signal,0.0,0,0.0
2025-02-12,BTC-USDT,sell,94927.8823,0.007382,signal,-10.9162,0,-2.3
2025-02-12,BTC-USDT,buy,97034.6331,0.007246,signal,0.0,0,0.0
2025-02-13,BTC-USDT,sell,95311.5404,0.007246,signal,-12.4855,1,-2.66
2025-02-14,BTC-USDT,buy,96656.4341,0.007171,signal,0.0,0,0.0
2025-02-17,BTC-USDT,sell,95611.6203,0.007171,signal,-7.4924,3,-1.62
2025-02-20,BTC-USDT,buy,98003.9275,0.007004,signal,0.0,0,0.0
2025-02-21,BTC-USDT,sell,96923.424,0.007004,signal,-7.5678,1,-1.65
2025-08-08,BTC-USDT,buy,116602.6622,0.005833,signal,0.0,0,0.0
2025-08-10,BTC-USDT,sell,118440.75,0.005833,signal,10.7216,1,2.36
2025-08-17,BTC-USDT,buy,117600.781,0.005845,signal,0.0,0,0.0
2025-08-19,BTC-USDT,sell,113825.7187,0.005845,signal,-22.0652,1,-4.82
2025-08-20,BTC-USDT,buy,113756.83,0.005891,signal,0.0,0,0.0
2025-08-22,BTC-USDT,sell,115750.3359,0.005891,signal,11.7437,2,2.63
2025-08-27,BTC-USDT,buy,111626.5954,0.006075,signal,0.0,0,0.0
2025-08-29,BTC-USDT,sell,109964.3703,0.006075,signal,-10.098,2,-2.23
2025-09-03,BTC-USDT,buy,112317.5007,0.005963,signal,0.0,0,0.0
2025-09-04,BTC-USDT,sell,111093.3955,0.005963,signal,-7.2993,0,-1.63
2025-09-13,BTC-USDT,buy,115944.1031,0.005725,signal,0.0,0,0.0
2025-09-15,BTC-USDT,sell,114679.9114,0.005725,signal,-7.2375,2,-1.64
2025-09-16,BTC-USDT,buy,115091.9972,0.005713,signal,0.0,0,0.0
2025-09-17,BTC-USDT,sell,115548.8167,0.005713,signal,2.6098,1,0.6
2025-09-19,BTC-USDT,buy,117299.9407,0.005617,signal,0.0,0,0.0
2025-09-22,BTC-USDT,sell,112744.3696,0.005617,signal,-25.5886,3,-5.83
2025-09-29,BTC-USDT,buy,114090.5568,0.005598,signal,0.0,0,0.0
2025-09-30,BTC-USDT,sell,112725.579,0.005598,signal,-7.6411,0,-1.79
2025-09-30,BTC-USDT,buy,113771.4073,0.005559,signal,0.0,0,0.0
2025-10-02,BTC-USDT,sell,120446.3467,0.005559,signal,37.106,2,8.8
2025-10-13,BTC-USDT,buy,115338.4704,0.005718,signal,0.0,0,0.0
2025-10-14,BTC-USDT,sell,113005.559,0.005718,signal,-13.3396,1,-3.03
2025-10-26,BTC-USDT,buy,114738.6807,0.005656,signal,0.0,0,0.0
2025-10-27,BTC-USDT,sell,114752.655,0.005656,signal,0.079,0,0.02
2026-01-07,BTC-USDT,sell,91929.3223,0.007054,signal,0.0,0,0.0
2026-01-12,BTC-USDT,buy,90797.6561,0.007054,signal,7.9828,4,1.85
2026-01-13,BTC-USDT,sell,92082.5657,0.007114,signal,0.0,0,0.0
2026-01-14,BTC-USDT,buy,97341.8766,0.007114,signal,-37.4147,1,-8.57
2026-01-18,BTC-USDT,sell,95228.0921,0.006583,signal,0.0,0,0.0
2026-01-24,BTC-USDT,buy,89376.0257,0.006583,signal,38.5242,6,9.22
