final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1013.7941913454074,0.01379419134540738,0.006877018182826378,-0.15577267105921072,0.11839831901620847,0.0441,0.0534,0.5882352941176471,0.7698,1.0998,3,50.6,34,0.269791,-0.255997,-0.4438
